"id","price_doc"
30474,5810001
30475,8320100.5
30476,5834944.5
30477,5943731.5
30478,5400603
30479,10218274
30480,4481398
30481,4539794.5
30482,5121235.5
30483,5032425
30484,6953362
30485,5325460.5
30486,4273269.5
30487,4234416.5
30488,6443123
30489,6346782
30490,23076392
30491,19886326
30492,6152149.5
30493,14502604
30494,7127653
30495,11810726
30496,9661032
30497,8901314
30498,4993181
30499,8060349
30500,11585362
30501,7410475.5
30502,3350020.75
30503,6874384
30504,6104306.5
30505,12591194
30506,3471562
30507,5037333.5
30508,5392069
30509,8159494.5
30510,9850158
30511,6839887
30512,6948310
30513,4510559
30514,3711411.5
30515,10269284
30516,6302638.5
30517,11616866
30518,11161558
30519,4982334.5
30520,7503518.5
30521,6247129.5
30522,7721161
30523,6777222.5
30524,12503326
30525,10045282
30526,5243127.5
30527,5329210
30528,6848124
30529,7197132
30530,6771655
30531,15624552
30532,4822395.5
30533,10678932
30534,7296946.5
30535,9860852
30536,5939501.5
30537,12156318
30538,5389474
30539,8056640.5
30540,10240032
30541,6031856
30542,2201884.5
30543,6392679.5
30544,7214673
30545,9161160
30546,4422413.5
30547,9809494
30548,4654961.5
30549,5631859
30550,12799560
30551,5509406.5
30552,1870988.75
30553,7416744.5
30554,11614022
30555,6445941.5
30556,9828208
30557,7950217.5
30558,9026788
30559,7215350
30560,6751070.5
30561,7634689.5
30562,12966550
30563,5274265.5
30564,8138705.5
30565,6802134
30566,7516074.5
30567,2098081.25
30568,10561910
30569,10217336
30570,7512972.5
30571,7850427
30572,5332649.5
30573,6752796.5
30574,6994134
30575,8747692
30576,5542466
30577,4371425
30578,3554124.5
30579,7478717.5
30580,5128782.5
30581,6027672
30582,12810032
30583,7204011.5
30584,4860087.5
30585,2566480
30586,9109410
30587,6147118.5
30588,8958430
30589,8328050
30590,13603700
30591,5787502.5
30592,7216712.5
30593,9214022
30594,6548454.5
30595,6006654.5
30596,7305551.5
30597,6764095
30598,10543332
30599,10852712
30600,5498202.5
30601,6746500
30602,1910373.25
30603,12808112
30604,4794520.5
30605,6950088.5
30606,26056380
30607,7002014.5
30608,9038204
30609,6438173.5
30610,3287107.25
30611,5632031
30612,7656570.5
30613,8055193
30614,17596544
30615,8099762.5
30616,5762914
30617,10011472
30618,5291976.5
30619,4586129
30620,2938726
30621,9920578
30622,8836066
30623,6519581.5
30624,7048355.5
30625,8289081
30626,6704807.5
30627,7761736
30628,6728899
30629,5547337
30630,5698088.5
30631,6342222
30632,4193646.25
30633,6365682
30634,11984182
30635,10347364
